Account,Date,Channel,Units,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00
0724288019,1/2/2016,145019813 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/2/2016,230079804 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/2/2016,230083235 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/2/2016,O'Hare Airport Temp. Fahren,Fahren,26.600000,26.600000,24.800000,24.800000,24.800000,24.800000,24.800000,24.800000,24.800000,24.800000,23.000000,23.000000,21.200000,21.200000,19.400000,19.400000,21.200000,21.200000,24.800000,24.800000,26.600000,26.600000,28.400000,28.400000,30.200000,30.200000,30.200000,30.200000,32.000000,32.000000,32.000000,32.000000,30.200000,30.200000,30.200000,30.200000,30.200000,30.200000,30.200000,30.200000,28.400000,28.400000,26.600000,26.600000,26.600000,26.600000,24.800000,24.800000
0724288019,1/2/2016,O'Hare Airport Temp. RH,RH,68.290000,68.290000,79.550000,79.550000,73.610000,73.610000,79.550000,79.550000,73.610000,73.610000,79.390000,79.390000,79.230000,79.230000,85.570000,85.570000,85.680000,85.680000,73.610000,73.610000,73.800000,73.800000,68.510000,68.510000,68.740000,68.740000,63.650000,63.650000,63.890000,63.890000,68.950000,68.950000,74.180000,74.180000,74.180000,74.180000,68.740000,68.740000,68.740000,68.740000,73.990000,73.990000,73.800000,73.800000,73.800000,73.800000,73.610000,73.610000
0724288019,1/3/2016,141501550 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/3/2016,141654340 1,kWh,66.240000,68.400000,69.840000,72.000000,73.440000,75.600000,77.040000,77.040000,76.320000,76.320000,77.040000,77.040000,76.320000,77.040000,76.320000,76.320000,74.880000,73.440000,72.000000,73.440000,71.280000,70.560000,71.280000,70.560000,70.560000,69.840000,71.280000,70.560000,70.560000,71.280000,71.280000,72.000000,70.560000,73.440000,71.280000,71.280000,72.720000,72.720000,73.440000,74.160000,74.880000,74.160000,74.880000,72.720000,74.160000,73.440000,66.240000,69.120000
0724288019,1/3/2016,141654341 1,kWh,4.752000,4.824000,5.112000,5.040000,4.896000,4.824000,4.896000,4.968000,4.968000,4.824000,4.968000,4.968000,4.752000,5.040000,5.328000,5.112000,4.824000,4.752000,4.752000,4.680000,4.680000,4.680000,4.608000,4.608000,4.680000,4.824000,4.968000,4.968000,4.680000,4.680000,4.680000,4.896000,5.256000,5.040000,5.040000,4.968000,5.040000,5.040000,5.328000,5.328000,4.896000,4.968000,5.040000,4.896000,4.896000,4.824000,4.752000,4.680000
0724288019,1/3/2016,145019813 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/3/2016,230079804 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
