1 -1584.0 -99.0
2 -1584.0 -99.0
3 -1584.0 -99.0
4 -1584.0 -99.0
5 -1584.0 -99.0
6 -1584.0 -99.0
7 -1584.0 -99.0
8 -1584.0 -99.0
9 -1584.0 -99.0
10 -1584.0 -99.0
11 -1584.0 -99.0
12 -1584.0 -99.0
13 -1584.0 -99.0
14 -1584.0 -99.0
15 -1584.0 -99.0
16 -1584.0 -99.0
17 -1584.0 -99.0
18 -1584.0 -99.0
19 -1584.0 -99.0
20 -1584.0 -99.0
21 -1584.0 -99.0
22 -1584.0 -99.0
23 -1584.0 -99.0
24 -1584.0 -99.0
25 -1584.0 -99.0
26 -1584.0 -99.0
27 -1584.0 -99.0
28 -1584.0 -99.0
29 -1584.0 -99.0
30 -1584.0 -99.0
31 -1584.0 -99.0
32 -1584.0 -99.0
33 -1584.0 -99.0
34 -1584.0 -99.0
35 -1584.0 -99.0
36 -1584.0 -99.0
37 -1584.0 -99.0
38 -1584.0 -99.0
39 -1584.0 -99.0
40 -1584.0 -99.0
41 -1584.0 -99.0
42 -1584.0 -99.0
43 -1584.0 -99.0
44 -1584.0 -99.0
45 -1584.0 -99.0
46 -1584.0 -99.0
47 -1584.0 -99.0
48 -1584.0 -99.0
49 -1584.0 -99.0
50 -1584.0 -99.0
51 -1584.0 -99.0
52 -1584.0 -99.0
53 -1584.0 -99.0
54 -1584.0 -99.0
55 -1584.0 -99.0
56 -1584.0 -99.0
57 -1584.0 -99.0
58 -1584.0 -99.0
59 -1584.0 -99.0
60 -1584.0 -99.0
61 -1584.0 -99.0
62 -1584.0 -99.0
63 -1584.0 -99.0
64 -1584.0 -99.0
65 -1584.0 -99.0
66 -1584.0 -99.0
67 -1584.0 -99.0
68 -1584.0 -99.0
69 -1584.0 -99.0
70 -1584.0 -99.0
71 -1584.0 -99.0
72 -1584.0 -99.0
73 -1584.0 -99.0
74 -1584.0 -99.0
75 -1584.0 -99.0
76 -1584.0 -99.0
77 -1584.0 -99.0
78 -1584.0 -99.0
79 -1584.0 -99.0
80 -1584.0 -99.0
81 -1584.0 -99.0
82 -1584.0 -99.0
83 -1584.0 -99.0
84 -1584.0 -99.0
85 -1584.0 -99.0
86 -1584.0 -99.0
87 -1584.0 -99.0
88 -1584.0 -99.0
89 -1584.0 -99.0
90 -1584.0 -99.0
91 -1584.0 -99.0
92 -1584.0 -99.0
93 -1584.0 -99.0
94 -1584.0 -99.0
95 -1584.0 -99.0
96 -1584.0 -99.0
97 -1584.0 -99.0
98 -1584.0 -99.0
99 -1584.0 -99.0
100 -1584.0 -99.0
